id,source,company,title,location,job_type,job_mid,job_code,experience,exp_min,education,keyword,posting_date,expiration_date,url,자격요건원문,우대사항원문,collected_at,신입가능,학력요건,졸업예정가능,요구스킬,고용형태
alio-304724,잡알리오,한국콘텐츠진흥원,"2026년 4분기 한국콘텐츠진흥원 공무직원(환경미화(보훈), 조리) 채용 공고","서울,전남광주",무기계약직,"경비.청소,음식서비스",,신입,0,학력무관,"(가점) 장애인, 고령자/준고령자(환경미화만 해당), 경력단절여성
(동점자 우선 합격) 취업지원대상자, 장애인, 고령자/준고령자(환경미화만 해당), 경력단절여성",2026-09-02,2026-09-16,https://www.kocca.kr/shortUrl/dxCq,"(공통)
  - 연령, 성별, 학력, 전공 제한 없음
  - 모집분야별 직무기술서에 따른 업무가 가능하며 입사예정일 즉시 근무가 가능한 자
  - 입사예정일 기준 정년이 도래하지 않은 자
  - 콘진원 인사규정 제 8조의 결격사유에 해당하지 않는 자

(환경미화) 국가유공자등 예우 및 지원에 관한 법률 제 29조 등에 의한 취업대상자로 증빙이 가능한 자
(조리) 조리기능사 이상 자격증 보유자","취업지원대상자, 장애인, 고령자/준고령자, 경력단절여성",2026-09-11,Y,학력무관,Y,,무기계약직
alio-304720,잡알리오,한국특허기술진흥원,"한국특허기술진흥원 기간제계약직(영문에디터(휴직대체), 청소원(장애인제한경쟁, 재공고)) 채용 안내","서울,대전",비정규직,"사업관리,법률.경찰.소방.교도.국방,경비.청소",,신입+경력,0,"학력무관,대졸(4년),석사,박사",자세한 사항은 첨부파일의 채용공고문 참조,2026-09-08,2026-09-22,https://www.kipro.or.kr/board/recruitment/view/194,"1. 성별, 연령 무관
2. 진흥원 인사규정 제13조에 따라 채용결격사유가 없는 자
3. 모집분야 직무설명서상의 지식을 보유한 자
4. 임용 예정일로부터 근무 가능한 자",자세한 사항은 첨부파일의 채용공고문 참조,2026-09-11,Y,"학력무관,대졸(4년),석사,박사",Y,,비정규직
alio-304703,잡알리오,한국발명진흥회,2026년 제3차 한국발명진흥회 체험형 인턴 채용(장애인 제한경쟁 및 일반),서울,청년인턴(체험형),"사업관리,경영.회계.사무",,신입,0,학력무관,"장애인, 취업지원대상자, 청년, 지식재산능력시험 자격 보유자 등",2026-09-07,2026-09-21,https://www.kipa.org/kipa/notice/recruit_notice.jsp?mode=view&article_no=129086&board_wrapper=%2Fkipa%2Fnotice%2Frecruit_notice.jsp&pager.offset=0&board_no=1345,"[공통 지원자격]
ㅇ 우리회 인사규정상 채용 결격사유에 해당되지 않는 자
ㅇ 입사지원서 접수마감일 기준 우리회 정년(만 60세)에 도달하지 않은 자
ㅇ 병역법 제76조에서 정한 병역의무 불이행 사실이 없는 자
ㅇ 해외여행에 결격사유가 없는 자
ㅇ 채용 확정 후 즉시 근무 가능한 자

[모집분야별 지원자격]
ㅇ (인턴-01) 장애인 증명서 소지자","장애인, 취업지원대상자, 청년, 지식재산능력시험 자격 보유자 등",2026-09-11,Y,학력무관,Y,,청년인턴(체험형)
alio-304702,잡알리오,한국발명진흥회,2026년 제4차 한국발명진흥회 임시계약직 채용,서울,비정규직,"사업관리,경영.회계.사무",,신입+경력,0,학력무관,"장애인, 취업지원대상자, 지식재산능력시험 자격 보유자 등",2026-09-07,2026-09-21,https://www.kipa.org/kipa/notice/recruit_notice.jsp?mode=view&article_no=129085&board_wrapper=%2Fkipa%2Fnotice%2Frecruit_notice.jsp&pager.offset=0&board_no=1345,"[공통 지원자격]
ㅇ 우리회 인사규정상 채용 결격사유에 해당되지 않는 자
ㅇ 입사지원서 접수마감일 기준 우리회 정년(만 60세)에 도달하지 않은 자
ㅇ 병역법 제76조에서 정한 병역의무 불이행 사실이 없는 자
ㅇ 해외여행에 결격사유가 없는 자
ㅇ 채용 확정 후 즉시 근무 가능한 자

[모집분야별 지원자격]
ㅇ 다음 중 하나 이상의 요건을 충족하는 자
- 4년제 정규대학 졸업 이상의 자격이 인정되는 자
- 전문학사 취득 후 관련분야 2년 이상의 경력이 인정되는 자
- 고등학교 졸업 후 관련분야 4년 이상의 경력이 인정되는 자
- 기타 상기 요건과 동등한 자격이 있다고 인정되는 자
* 관련분야 : 채용예정직무 또는 지식재산 관련분야","장애인, 취업지원대상자, 지식재산능력시험 자격 보유자 등",2026-09-11,Y,학력무관,Y,,비정규직
alio-304699,잡알리오,한국발명진흥회,2026년 제3차 한국발명진흥회 전문계약직 채용,서울,비정규직,"사업관리,경영.회계.사무,법률.경찰.소방.교도.국방",,신입+경력,0,"학력무관,박사","장애인, 취업지원대상자, 지식재산능력시험 자격 보유자 등

※ 세부내용은 공고문을 참고하시기 바랍니다.",2026-09-07,2026-09-21,https://www.kipa.org/kipa/notice/recruit_notice.jsp?mode=view&article_no=129084&board_wrapper=%2Fkipa%2Fnotice%2Frecruit_notice.jsp&pager.offset=0&board_no=1345,"[공통 지원자격]
ㅇ 우리회 인사규정상 채용 결격사유에 해당되지 않는 자
ㅇ 입사지원서 접수마감일 기준 우리회 정년(만 60세)에 도달하지 않은 자
ㅇ 병역법 제76조에서 정한 병역의무 불이행 사실이 없는 자
ㅇ 해외여행에 결격사유가 없는 자
ㅇ 채용 확정 후 즉시 근무 가능한 자

[모집분야별 지원자격]
ㅇ 박사, 변리사, 기술사 등 모집분야별 지원자격이 상이하므로 공고문 참조","장애인, 취업지원대상자, 지식재산능력시험 자격 보유자 등",2026-09-11,Y,"학력무관,박사",Y,,비정규직
alio-304697,잡알리오,(재)한국보건의료정보원,2026년 제5차 직원채용 공고,"서울,충북",비정규직,"사업관리,경영.회계.사무,보건.의료,연구",,신입+경력,0,"학력무관,고졸,대졸(2~3년),대졸(4년),석사,박사","1. 국가유공자 및 보훈대상자 등 : 전형단계별 만점의 5%(직계존속 등에 해당하는 경우) 또는 10%(본인일 경우) 가산점 부여

2. 장애인 : 전형단계별 만점의 5% 가산점 부여

3. 저소득층 : 전형단계별 만점의 3% 가산점 부여

4. 비수도권 지역인재 : 서류전형 평가점수 합계에 2점 가산점 부여
* 대학원 이상 제외

5. 북",2026-09-07,2026-09-21,https://khis.ai-recruit.kr,"○ 기간제 근로자 - 행정, 전산

- 행정전문요원 가등급
ㆍ채용 관련 분야에서 7년 이상 근무한자
ㆍ채용 관련분야 석사학위 취득 후 3년 이상 실무 경력자
ㆍ채용 관련분야 박사학위 취득자

- 행정전문요원 나등급
ㆍ채용 관련분야에서 3년 이상 근무한 자
ㆍ채용 관련분야 석사학위 취득자

- 전산전문요원 고급기술자
ㆍ중급기술자 자격 취득 후 3년 이상 소프트웨어 기술 분야의 업무를 수행한 자
ㆍ박사학위를 가진 자로서 기사자격 또는 산업통상자원부장관이 고시하는 해당 등급의 공인민간자격을 취득한자
ㆍIT관련 경력 7년 이상인 자로서 채용 관련 업무 경력자

- 전산전문요원 중급기술자
ㆍ기사의 자격을 취득한 자로서 3년 이상 소프트웨어 기술 분야의 업무를 수행한 자
ㆍ기사자격 또는 산업통상자원부장관이 고시하는 해당 등급의 공인민간자격을 취득한 자로서 석사학위 취득 후 2년 이상 소프트웨어 기술 분야의
업무를 수행한자
ㆍIT관련 경력 5년 이상인 자로서 채용 관련 업무 경력자

- 전산전문요원 초급기술자
ㆍ기사 자격을 취득한 자
ㆍIT관련 경력자로서 채용 관련 업무 경력자

○ 기간제 근로자 - 연구직

- 선임연구원
ㆍ해당분야 박사학위 소지자
ㆍ석사학위를 갖고 있으며 5년 이상 채용 분야의 업무경력자
ㆍ학사학위를 갖고 있으며 7년 이상 채용 분야의 업무경력자
ㆍ전문학사학위를 갖고 있으며 10년 이상 채용 분야의 업무경력자
ㆍ상기 각 요건과 동등한 자격이 있다고 인사위원회가 인정한 자

- 연구원
ㆍ해당분야 석사학위 소지자
ㆍ학사학위를 갖고 있으며 3년 이상 채용 분야의 업무경력자
ㆍ전문학사학위를 갖고 있으며 5년 이상 채용 분야의 업무경력자
ㆍ고등학교 졸업 후 7년 이상 채용 분야의 업무경력자
ㆍ상기 각 요건과 동등한 자격이 있다고 인사위원회가 인정한 자

- 연구보조원
ㆍ해당분야 학사학위 소지자
ㆍ전문학사학위를 갖고 있으며 2년 이상 채용 분야의 업무경력자
ㆍ고등학교 졸업 후 4년 이상 채용 분야의 업무경력자
ㆍ상기 각 요건과 동등한 자격이 있다고 인사위원회가 인정한 자

* 제한경쟁 및 변호사 분야에 대한 지원자격은 글자수 제한으로 <붙임 26년 제5차 직원채용 공고문> 파일 참조","국가유공자 및 보훈대상자 등, 장애인, 저소득층, 비수도권 지역인재, 북한이탈주민·다문화가족, 자립준비청년, 직무관련 면허·자격증 소지자, 기간제 근로자",2026-09-11,Y,"학력무관,고졸,대졸(2~3년),대졸(4년),석사,박사",N,,비정규직
alio-304680,잡알리오,한국산업은행,한국산업은행 2026년 3차 청년인턴 채용공고,"서울,부산,대구,인천,대전,울산,세종,경기,강원,충북,충남,전북,전남광주,경북,경남",청년인턴(체험형),금융.보험,,신입,0,학력무관,"○ 「국가유공자 등 예우 및 지원에 관한 법률」등에 의한 취업지원대상자
○ 「장애인고용촉진 및 직업재활법」에 의한 장애인(장애인 부문 지원자 外)
○ 저소득층
 * 저소득층의 범위 (본인 기준)
  - 『국민기초생활보장법』 제2조 제2호 및 제10호의 규정에 의한 국민기초생활수급자 또는 차상위계층에 속한 자
  - 『한부모가족지원법』 제5조의 규정",2026-09-08,2026-09-22,https://kdb.incruit.com/hire/viewhire.asp?projectid=129,"[공통]
○ 연령 : 채용예정일 기준 만 34세 이하인 자*(‘91.12.04. 이후 출생)
    * 「청년고용촉진특별법 시행령」 제2조에 따른 청년에 해당하는 자
  - 군필자의 경우「제대군인지원에 관한 법률」등에 의거 아래 연령 상한 적용
    · 군복무기간 1년 미만: 만 35세, 1년 이상∼2년 미만: 만 36세, 2년 이상: 만 37세
○ 학력 및 전공에 따른 응시자격 제한 없음 
○ 계약기간 중 전일 근무가능한 자
○ 당행 인턴(청년인턴, 장애인인턴)으로 근무한 경험이 없는 자
○「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」제82조 “비위면직자 등”에 해당되지 않는 자
○ 당행 인사내규상 결격사유에 해당되지 않는 자

[장애인 부분]
○ 「장애인고용촉진 및 직업재활법」에 의한 장애인",하단 우대내용 참고,2026-09-11,Y,학력무관,Y,,청년인턴(체험형)
alio-304667,잡알리오,한국여성과학기술인육성재단,2026년도 제5차 하반기 체험형 청년인턴 채용 공고,서울,청년인턴(체험형),경영.회계.사무,,신입,0,학력무관,"- 비수도권 지역인재
※ 대학까지의 최종학력을 기준으로 서울·경기·인천 지역을 제외한 비수도권 지방학교 졸업 인재
(최종학력이 고졸이하인 경우에는 최종학교 소재지가 비수도권인 경우 해당)
- 저소득층*, 북한이탈주민, 다문화 가족
* 공무원임용시험령 제2조에 의한 저소득층에 속하는 사람",2026-09-07,2026-09-22,https://wiset.or.kr/bbs/BBSMSTR_000000000305/view.do,"<일반>
- 청년(만15세 이상 ~ 만34세 이하, 청년고용촉진특별법 제2조 및 제5조)
- 인사규정 제11조* 에서 규정한 결격 사유가 없는 자
- 비리행위로 해임, 파면, 직권면직 등 직을 상실한 적이 없는 자
- 학력, 성별, 어학, 연령* 제한 없음

* 인사규정 제11조
제11조(결격사유)다음 각호의 1에 해당하는 자는 직원으로 채용할 수 없다.
1. 국가공무원법 제33조 각 호에 해당되는 자
2. 법률에 의하여 공민권이 정지 또는 박탈된 자
3. 병역의무를 기피한 사실이 있는 자
4. 정부 및 공공기관, 민간기업 등에서 부정한 방법으로 채용된 사실이 적발되어 채용이 취소된 적이 있는 자 또는 「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」 제82조에 따른 비위면직자 등의 취업제한 적용을 받는 자","비수도권 지역인재, 저소득층, 북한이탈주민, 다문화가족",2026-09-11,Y,학력무관,Y,,청년인턴(체험형)
alio-304659,잡알리오,한국문화관광연구원,한국문화관광연구원 위촉직원 채용 공고 [2026-36],서울,비정규직,연구,,신입,0,석사,"*세부내용은 공고문 확인부탁드립니다.
ㅇ 장애인고용촉진 및 직업재활법에 따른 장애인 등록자 서류심사 5점 가점 부여
ㅇ 연구원 청년인턴 경력자 및 기획재정부장관이 정하는 기준에 따른 비수도권 지역인재 3점 가점 부여",2026-09-04,2026-09-11,https://www.kcti.re.kr/web/board/boardContentsView.do?link_g_topmenu_id=ddae821ae0f44206abfef8bb42bbd86f&link_g_submenu_id=588dd60e4c414d5a9131a2e1db29910e&link_g_homepage=F&board_id=19&contents_id=ceae2aff58934d1a9e82b2def86ee57f,"ㅇ전공: *세부내용은 공고문 확인부탁드립니다.
ㅇ임용자격 기준
- 관련 분야 석사학위 취득자
- 관련 분야 학사학위 취득 후 2년 이상 연구경력이 있는 자(증빙서류 필수제출)
- 기타 위와 동등한 자격이 있다고 인정되는 자","장애인 등록자, 우리원 청년인턴 경력자 및 비수도권 지역인재",2026-09-11,Y,석사,N,,비정규직
alio-304656,잡알리오,국민연금공단, 2026년도 하반기 일반직 신입직원 공개채용 공고,"서울,부산,대구,인천,대전,울산,세종,경기,강원,충북,충남,전북,전남광주,경북,경남,제주",정규직,"경영.회계.사무,보건.의료,사회복지.종교,전기.전자",,신입+경력,0,"학력무관,고졸","[취업지원대상자] 모든 전형 단계 가점 5%, 10%
[장애인] 서류전형, 필기전형 가점 10%
[국민기초생활수급자, 한부모가족, 북한이탈주민, 다문화가족, 자립준비청년] 서류전형 가점 5%
[의사상자] 서류전형 가점 3%,5%
[청년인턴 경험자: 2025년 국민연금공단에서 3개월 이상 근무하고 청년인턴평가표상 미흡평가를 받지 않은 사람] 서류전형 ",2026-09-04,2026-09-18,https://www.nps.or.kr/pnsgdnc/hiregdnc/getOHAE0004M0List.do?menuId=MN24000969,"(공통)
성별, 연령, 학력(사무직 6급보 제외) 제한 없음 [임용일 기준 공단 정년(60세) 이상자는 제외]
대한민국 국적을 보유한 사람
공단이 정한 임용일부터 교육 입소 및 근무가 가능한 사람
공단 인사규정 제11조(결격사유)에 해당하지 않는 사람

(6급 사무직 일반)
공통 지원자격 외 별도의 응시자격 없음

(6급 사무직 취업지원)
「국가유공자 등 예우 및 지원에 관한 법률」 등 보훈관계법률에 따른 취업지원대상자에 해당하는 사람

(6급 사무직 장애인)
「장애인고용촉진 및 직업재활법 시행령」 제3조 및 제4조에 따른 장애인에 해당하는 사람

(6급 사무직 사회형평)
국민기초생활수급자, 한부모가족, 북한이탈주민, 다문화가족, 자립준비청년, 의사상자 중 1가지 이상에 해당하는 사람

(6급 심사직)
간호사, 물리치료사, 임상병리사, 작업치료사 면허증 소지자로 면허 취득 이후 관련 업무 1년 이상 경력자*
*「의료법」 제3조제2항제3호에 따른 병원급 의료기관의 임상 경력 또는 우리 공단 심사 경력(기초근평 의학적 평가 포함)
※ 경력환산은 365일을 1년으로 산정함

(6급 기술직 전기)
전기기사, 전기공사기사, 건축전기설비기술사 자격증 중 하나 이상 소지자로, 해당 자격증 취득 이후 관련분야 1년 이상 경력자
※ 경력환산은 365일을 1년으로 산정함

(6급보 사무직 일반)
최종학력이 고등학교 졸업인 자 또는 이에 준하는 학력자

(6급보 사무직 사회형평)
최종학력이 고등학교 졸업인 자 또는 이에 준하는 학력자이면서 국민기초생활수급자, 한부모가족, 북한이탈주민, 다문화가족, 자립준비청년, 의사상자 중 1가지 이상에 해당하는 사람

* 자세한 사항은 첨부파일의 채용공고문을 참조","취업지원대상자, 장애인, 국민기초생활수급자, 한부모가족, 북한이탈주민, 다문화가족, 자립준비청년, 의사상자, 2025년 국민연금공단 청년인턴으로 3개월 이상 근무한 사람, 국민연금 대학생 홍보대사 수료자, 국민연금공단 6급 시간선택제 근로자로 6개월 이상 근무한 사람, 국민연금공단 특정 직렬 공무직으로 6개월 이상 근무한 사람, 이전지역(전북특별자치도) 인재",2026-09-11,Y,"학력무관,고졸",Y,,정규직
alio-304647,잡알리오,서울대학교병원,진료교수요원 및 진료의 공개 채용,서울,비정규직,보건.의료,,신입+경력,0,학력무관,취업지원대상자는 관련 법령이 정하는 바에 따라 우대함,2026-09-07,2026-09-14,https://www.snuh.org/about/news/recruit/recruView.do?recruit_id=26115,"진료과 전문의 자격증 소지자 등
→ 보다 자세한 사항은 첨부파일의 채용공고문을 참조",취업지원대상자,2026-09-11,Y,학력무관,Y,,비정규직
alio-304637,잡알리오,대한적십자사,2026년도 하반기 대한적십자사 KOICA 영프로페셔널(YP) 청년인턴 공개모집,서울,청년인턴(체험형),"사업관리,경영.회계.사무",,신입,0,학력무관,"<서류심사 우선합격 대상(관련 증빙서류 제출자에 한함)>
 가. 국가유공자 등 예우 및 지원에 관한 법률 제29조 및 독립유공자예우에 관한 법률 제16조에 해당하는 자
 나. 5?18민주유공자예우 및 단체설립에 관한 법률 제20조 및 특수임무유공자 예우 및 단체설립에 관한 법률 제 19조의 규정에 의한 취업지원대상자
 다. 보훈보상대상자 지원에 관한 ",2026-09-04,2026-09-28,https://www.redcross.or.kr/main/pt/pst/selectPstInfo.do?mi=2378&pstSn=505055&bbsId=1422,"<필수 자격조건>
? 만 19세 이상 만 34세 이하 미취업자
   (단, 군필자는 해당법률에 따라 연령 연장)
 ※ 제대군인지원에 관한 법률 제16조 1항에 의거 제대군인에 대한 채용시험 응시 연령 상한을 다음 각 호와 같이 연장함
 ▷ 2년 이상의 복무기간을 마치고 전역한 제대군인: 만 37세
 ▷ 1년 이상 2년 미만의 복무기간을 마치고 전역한 제대군인: 만 36세
 ▷ 1년 미만의 복무기간을 마치고 전역한 제대군인: 만 35세
? KOICA 개발협력 사업수행기관 영프로페셔널(YP)로 근무한 경험이 없는 자
? 2024. 11. 1. 이후 응시한 TOEIC 700점 이상 또는 TEPS 555점(NEW TEPS 264점) 이상인 자 (다만, 청각장애인의 경우 TOEIC 350점 이상, TEPS 333점 이상(NEW TEPS 153점) 이상 적용)
※ 자격증 및 면허증은 원서 접수 시작일(9. 7.) 이전 취득에 한하여 인정하며 자체 유효 기간이 있는 경우 원서 접수 마감일(9. 28.) 기준 유효한 것만 인정
※ 다만, 통합채용포털을 통해 사전 등록한 것이 인정되는 어학성적의 경우에는 연장된 유효기간이 원서 접수 마감일(9. 28.) 기준 유효한 경우 인정

<공통 자격조건>
- 공무원 채용 신체검사 규정 제4조(불합격 판정기준)에 해당하지 않는 자
- 병역법 제76조의 병역의무 불이행자에 해당하지 않는 자
- 대한적십자사직원운영규정 제20조 임용결격사유에 해당하지 않는 자
- 임용(예정)일(‘26. 11. 1.)부터 근무가능한 자","취업지원대상자, 장애인, 북한이탈주민",2026-09-11,Y,학력무관,Y,,청년인턴(체험형)
alio-304632,잡알리오,한국인터넷진흥원,2026년 한국인터넷진흥원 체험형 청년인턴 채용 공고,"서울,전남광주","비정규직,청년인턴(체험형)","사업관리,경영.회계.사무,정보통신",,신입+경력,0,학력무관,"º 취업지원대상자 : 서류전형 면제 / 전 전형 5% 또는 10%
º 사회형평인력(장애인) : 서류전형 면제 / 전 전형 10%
º 사회형평인력(저소득층, 한부모가족, 자립준비청년, 다문화가족, 북한이탈주민) : 서류전형 3%
º 자격(컴활 1급, 정보처리기사, 빅데이터분석기사, CPPG) : 서류전형 1% 가점
º 전공(IT관련 분야 전공자) : ",2026-09-07,2026-09-21,https://kisa.applyin.co.kr,"<공통>
º 입사예정일 기준 만 15세 이상 만 34세 이하인 자
 ※ 청년고용촉진특별법 시행령 제2조에 따른 청년
 ※ 단, 제대군인지원에 관한 법률 및 시행령에 따른 제대군인은 응시연령 상한적용
  - 2년 이상 복무기간을 마치고 전역한 제대군인 : 입사예정일 기준 만 37세
  - 1년 이상 2년 미만의 복무기간을 마치고 전역한 제대군인 : 입사예정일 기준 만 36세
  - 1년 미만의 복무기간을 마치고 전역한 제대군인 : 입사예정일 기준 만 35세
º 학력, 전공, 성별 제한 없음
º 입사예정일부터 KISA 소속으로 근무 가능한 자
º 「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률」 제82조에 해당되지 않는 자
º 한국인터넷진흥원 인사규정 제7조(결격사유)에 해당하지 않는 자([붙임1])
º 병역법 제76조에서 정한 병역의무 불이행 사실이 없는 자

< 자립준비청년 제한 분야 >
 º 아동복지법에 따른 자립지원 대상자로, 보호조치가 종료되거나 보호시설을 퇴소한 지 5년 이내인 자","취업지원대상자, 장애인, 저소득층, 한부모가족, 자립준비청년, 다문화가족, 북한이탈주민, 자격증, IT분야 전공자",2026-09-11,Y,학력무관,Y,"데이터, 정보처리기사, 빅데이터분석기사","비정규직,청년인턴(체험형)"
alio-304624,잡알리오,대한적십자사,대한적십자사 서울남부혈액원 비정규직 장애인 한시적 근로자 채용 공고,서울,비정규직,경영.회계.사무,,신입+경력,0,학력무관,"대민업무 수행직원으로 헌혈자 대상으로 키오스크 안내등 의사소통이 원활해야 하고, 헌혈의집 물품 정리등 헌혈의집 보조 및 지원업무가 가능한 자",2026-09-03,2026-09-18,https://www.bloodinfo.net/,"  가.「장애인고용촉진 및 직업재활법」 제2조 제1호 규정에 의한 장애인 
  나. 임용예정일부터 근무 가능한 자
  다. 병역법 제76조에 따른 병역의무 불이행자에 해당하지 않는 자
  라. ?대한적십자사직원운영규정? 제20조(결격사유)에 해당되지 않는 자",대민업무(헌혈자 안내 등) 수행 가능자 ,2026-09-11,Y,학력무관,Y,,비정규직
alio-304622,잡알리오,한국지식재산보호원,[한국지식재산보호원] 2026년도 제9차 인력채용,서울,"정규직,비정규직,청년인턴(채용형)","사업관리,경영.회계.사무,법률.경찰.소방.교도.국방",,신입+경력,0,"학력무관,박사","※ 모집전형이 많으므로 반드시 첨부된 공고문 원문 참고 요망 ※

1. 정규직(채용형 인턴)
- 지재권법 등 법학 전공자
- 공공기관 또는 유사업무 경험자

2. 정규직(채용형 인턴)
- IT 관련 학과 전공자
- 지재권 및 공공기관 업무 경험자

3. 정규직(채용형 인턴)
- 지재권 및 공공기관 업무 경험자

4. 정규직(채용형 인",2026-09-03,2026-09-18,https://koipa.recruiter.co.kr/,"※ 모집전형이 많으므로 반드시 첨부된 공고문 원문 참고 요망 ※

1. 정규직(채용형 인턴)
- 채용직급별 응시자격 청년인턴에 해당하는 자

2. 정규직(채용형 인턴)
- 채용직급별 응시자격 청년인턴에 해당하는 자

3. 정규직(채용형 인턴)
- 채용직급별 응시자격 청년인턴에 해당하는 자

4. 정규직(채용형 인턴)
- 채용직급별 응시자격 청년인턴에 해당하는 자

5. 정규직(채용형 인턴)
- 채용직급별 응시자격 청년인턴에 해당하는 자

6. 정규직(채용형 인턴)
- 채용직급별 응시자격 청년인턴에 해당하는 자

7. 전문계약직(전문위원)
- 박사학위 소지자 또는 국내?외 변호사 또는 변리사
- 기계 또는 전기공학 관련 전공자

8. 전문계약직(전문위원)
- 박사학위 소지자 또는 국내?외 변호사 또는 변리사

9. 전문계약직(전문위원)
- 박사학위 소지자 또는 국내?외 변호사 또는 변리사

10. 전문계약직(전문위원)
- 박사학위 소지자 또는 국내?외 변호사 또는 변리사
- 중국어 가능자

11. 전문계약직(전문위원)
- 박사학위 소지자 또는 국내?외 변호사 또는 변리사","공통 우대사항 : 장애인, 국가유공자, 저소득층, 북한이탈주민, 다문화가정, 경력단절여성, 자립준비청년 등 *자세한 사항은 첨부파일의 채용공고문을 참조",2026-09-11,Y,"학력무관,박사",Y,,"정규직,비정규직,청년인턴(채용형)"
alio-304621,잡알리오,한국지식재산보호원,[한국지식재산보호원] 2026년도 제8차 인력채용,서울,"비정규직,청년인턴(체험형)","경영.회계.사무,법률.경찰.소방.교도.국방",,신입,0,"학력무관,대졸(4년)","※ 세부 내용은 첨부된 공고문 원문 참고 요망 ※

1. 기간제계약직(6급)
- 공공기관 업무 유경험자

2. 기간제계약직(6급)
- 한글 및 엑셀 사용 가능자

3. 청년인턴(체험형)
- 해당사항 없음

4. 청년인턴(체험형)
- 엑셀 가능자

5. 청년인턴(체험형)
- 해당사항 없음",2026-09-03,2026-09-18,https://koipa.recruiter.co.kr/,"※ 세부 내용은 첨부된 공고문 원문 참고 요망 ※

1. 기간제계약직(6급)
- 채용직급별 응시자격 6급에 해당하는 자

2. 기간제계약직(6급)
- 채용직급별 응시자격 6급에 해당하는 자

3. 청년인턴(체험형)
- 채용직급별 응시자격 청년인턴에 해당하는 자

4. 청년인턴(체험형)
- 채용직급별 응시자격 청년인턴에 해당하는 자

5. 청년인턴(체험형)
- 채용직급별 응시자격 청년인턴에 해당하는 자","공통 우대사항 : 장애인, 국가유공자, 저소득층, 북한이탈주민, 다문화가정, 경력단절여성, 자립준비청년 등 *자세한 사항은 첨부파일의 채용공고문을 참조",2026-09-11,Y,"학력무관,대졸(4년)",Y,엑셀,"비정규직,청년인턴(체험형)"
alio-304617,잡알리오,한국보훈복지의료공단,[중앙보훈병원] 기간제 간호직 채용공고(9월),서울,비정규직,보건.의료,,신입+경력,0,학력무관,"- 「장애인 고용촉진 및 직업재활법」 에 따른 장애인은 2차전형(면접) 시 만점의 10%가점 부여
- 「국가유공자 등 예우 및 지원에 관한 법률」 등 각종 보훈 관련 법령에 따른 취업지원대상자는 증명서상 가점 부여 ※합격인원의 30% 범위 내 적용",2026-09-03,2026-09-17,https://www.bohun.or.kr/main/na/ntt/selectNttInfo.do?mi=37030&bbsId=1158&bbsSysId=main&nttSn=189157,"[공통 자격요건]
- 인사규정 제18조에 정한 결격사유에 해당하지 않는 자
- 성별, 학력 및 전공: 제한 없음
※단, 공고마감일 기준 정년(60세)에 도달한 자는 지원 불가
[필수 자격요건]
- 기간제 간호직(간호사): (필수1) 공고마감일 기준 간호사 면허증 소지자
※ 자세한 내용은 채용공고문 확인","「장애인 고용촉진 및 직업재활법」 에 따른 장애인 우대, 「국가유공자 등 예우 및 지원에 관한 법률」 등 각종 보훈 관련 법령에 따른 취업지원대상자 우대 ※합격인원의 30% 범위 내 적용",2026-09-11,Y,학력무관,Y,,비정규직
alio-304582,잡알리오,한전KPS(주),한전KPS(주) 서울경기전력지사 군포지점 단기노무원(부지정리) 모집,"서울,경기",비정규직,전기.전자,,신입+경력,0,학력무관,"보훈대상자: 각 전형단계별 가점부여(만점의 5%~10%)
장애인: 각 전형단계별 가점부여(만점의 5%)
건설업 기초안전보건교육 수료장(만점의 5%)",2026-09-03,2026-09-11,https://www.kps.co.kr,채용예정일 즉시 근무 가능한 자,"보훈대상자: 각 전형단계별 가점부여(만점의 5%~10%), 장애인: 각 전형단계별 가점부여(만점의 5%), 건설업 기초안전보건교육 수료장(만점의 5%)",2026-09-11,Y,학력무관,Y,,비정규직
alio-304570,잡알리오,한국장애인개발원,[제2026-95호]2026년도 직업재활부(사업평가팀) 사회형평적(장애인)  청년인턴 채용 공고,서울,청년인턴(체험형),사회복지.종교,,신입,0,학력무관,"○ 재활학, 사회복지학, 특수교육학 등 관련학과 졸업자
○ 장애인복지 관련 업무 수행 경험자
○ 한글, 엑셀 등 오피스 활용 가능한 자",2026-09-03,2026-09-17,https://koddi.fairyhr.com/,"○ 우리 원 「인사관리규정」 상 결격사유에 해당하지 않는 자 
○ 임용예정일(‘26. 10. 12.)부터 근무 가능한 자
○ 아래 자격요건(①~③)을 모두 충족하는 자
 ① ?청년고용촉진특별법?상 청년에 해당하는 자
     (임용일 기준 만 34세 이하)
 ② 「장애인복지법」에 따른 장애인
 ③ 우리 원 청년인턴 경험이 없는 자
○ 해당 직무를 수행할 수 있는 자","재활학, 사회복지학, 특수교육학 등 관련학과 졸업자, 장애인복지 관련 업무 수행 경험자, 한글, 엑셀 등 오피스 활용 가능한 자",2026-09-11,Y,학력무관,Y,엑셀,청년인턴(체험형)
